doc_id,text,cleaned_text,tokens,token_count,label
4510,The court found TelecomInvest 's arguments convincing .,the court found telecominvest s arguments convincing,"['the', 'court', 'found', 'telecominvest', 's', 'arguments', 'convincing']",7,positive
4511,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",the other actions include the cutting of the expensive weekend shifts the freezing of the production bonus system and by a general cost cutting program,"['the', 'other', 'actions', 'include', 'the', 'cutting', 'of', 'the', 'expensive', 'weekend', 'shifts', 'the', 'freezing', 'of', 'the', 'production', 'bonus', 'system', 'and', 'by', 'a', 'general', 'cost', 'cutting', 'program']",25,neutral
4512,"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",typically the transmission power level can be decreased when the interference noise is above a predefined value,"['typically', 'the', 'transmission', 'power', 'level', 'can', 'be', 'decreased', 'when', 'the', 'interference', 'noise', 'is', 'above', 'a', 'predefined', 'value']",17,neutral
4513,Bioheapleaching makes extraction of metals from low grade ore economically viable .,bioheapleaching makes extraction of metals from low grade ore economically viable,"['bioheapleaching', 'makes', 'extraction', 'of', 'metals', 'from', 'low', 'grade', 'ore', 'economically', 'viable']",11,neutral
4514,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",dubai nokia has announced the launch of comes with music its ground breaking service which introduces a new way for people to enjoy music,"['dubai', 'nokia', 'has', 'announced', 'the', 'launch', 'of', 'comes', 'with', 'music', 'its', 'ground', 'breaking', 'service', 'which', 'introduces', 'a', 'new', 'way', 'for', 'people', 'to', 'enjoy', 'music']",24,positive
4515,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",rapala vmc corporation stock exchange release october 10 2008 at 11 45 am kaupthing bank oyj kapthing has informed rapala vmc corporation rapala that it has interrupted the liquidity providing for rapala s share for the time being,"['rapala', 'vmc', 'corporation', 'stock', 'exchange', 'release', 'october', '10', '2008', 'at', '11', '45', 'am', 'kaupthing', 'bank', 'oyj', 'kapthing', 'has', 'informed', 'rapala', 'vmc', 'corporation', 'rapala', 'that', 'it', 'has', 'interrupted', 'the', 'liquidity', 'providing', 'for', 'rapala', 's', 'share', 'for', 'the', 'time', 'being']",38,negative
4516,"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",steve jackson ebusiness analyst at satama and former ceo of aboavista said google broke the mold when they gave away google analytics for free,"['steve', 'jackson', 'ebusiness', 'analyst', 'at', 'satama', 'and', 'former', 'ceo', 'of', 'aboavista', 'said', 'google', 'broke', 'the', 'mold', 'when', 'they', 'gave', 'away', 'google', 'analytics', 'for', 'free']",24,neutral
4517,"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",sukhraj dulai of the 2900 block of boni sue court a cul de sac on the city s north side started the vehicle and went inside his house about 8 a m tuesday leaving the garage door open,"['sukhraj', 'dulai', 'of', 'the', '2900', 'block', 'of', 'boni', 'sue', 'court', 'a', 'cul', 'de', 'sac', 'on', 'the', 'city', 's', 'north', 'side', 'started', 'the', 'vehicle', 'and', 'went', 'inside', 'his', 'house', 'about', '8', 'a', 'm', 'tuesday', 'leaving', 'the', 'garage', 'door', 'open']",38,neutral
4518,The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,the negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks,"['the', 'negotiations', 'concern', '246', 'salaried', 'and', 'senior', 'salaried', 'employees', 'and', 'are', 'scheduled', 'to', 'be', 'completed', 'in', 'six', 'weeks']",18,neutral
4519,"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",typical end uses include roof structures floorings walls and ceilings non visible structures in vehicles packaging and boxes construction site structures fencing and shelters and formwork with a limited number of concrete pourings,"['typical', 'end', 'uses', 'include', 'roof', 'structures', 'floorings', 'walls', 'and', 'ceilings', 'non', 'visible', 'structures', 'in', 'vehicles', 'packaging', 'and', 'boxes', 'construction', 'site', 'structures', 'fencing', 'and', 'shelters', 'and', 'formwork', 'with', 'a', 'limited', 'number', 'of', 'concrete', 'pourings']",33,neutral
4520,"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",we offer challenging and interesting employment for over 20 000 people in 20 countries throughout europe,"['we', 'offer', 'challenging', 'and', 'interesting', 'employment', 'for', 'over', '20', '000', 'people', 'in', '20', 'countries', 'throughout', 'europe']",16,neutral
4521,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",we offer our clients integrated management consulting total solutions for complex projects and efficient best in class design and supervision,"['we', 'offer', 'our', 'clients', 'integrated', 'management', 'consulting', 'total', 'solutions', 'for', 'complex', 'projects', 'and', 'efficient', 'best', 'in', 'class', 'design', 'and', 'supervision']",20,neutral
4522,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment,"['our', 'research', 'shows', 'that', 'access', 'to', 'information', 'technology', 'has', 'been', 'one', 'of', 'the', 'limiting', 'factors', 'for', 'most', 'small', 'businesses', 'especially', 'when', 'they', 'work', 'in', 'a', 'heterogenous', 'network', 'based', 'environment']",29,neutral
4523,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,1 block lamp harri koskinen s light was introduced in 1996 and has been a bestseller ever since,"['1', 'block', 'lamp', 'harri', 'koskinen', 's', 'light', 'was', 'introduced', 'in', '1996', 'and', 'has', 'been', 'a', 'bestseller', 'ever', 'since']",18,positive
4524,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",amer which bought salomon from adidas in october said the job cuts are aimed at boosting competitiveness,"['amer', 'which', 'bought', 'salomon', 'from', 'adidas', 'in', 'october', 'said', 'the', 'job', 'cuts', 'are', 'aimed', 'at', 'boosting', 'competitiveness']",17,neutral
4525,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",however this increases signaling traffic which wastes network resources and allows fewer smartphones to connect,"['however', 'this', 'increases', 'signaling', 'traffic', 'which', 'wastes', 'network', 'resources', 'and', 'allows', 'fewer', 'smartphones', 'to', 'connect']",15,negative
4526,"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",in a note to clients published the dutch broker described the company s third quarter results as soft although it also noted that elcoteq retained its guidance dealers said,"['in', 'a', 'note', 'to', 'clients', 'published', 'the', 'dutch', 'broker', 'described', 'the', 'company', 's', 'third', 'quarter', 'results', 'as', 'soft', 'although', 'it', 'also', 'noted', 'that', 'elcoteq', 'retained', 'its', 'guidance', 'dealers', 'said']",29,neutral
4527,M2 Communications disclaims all liability for information provided within information on on the world wide web .,m2 communications disclaims all liability for information provided within information on on the world wide web,"['m2', 'communications', 'disclaims', 'all', 'liability', 'for', 'information', 'provided', 'within', 'information', 'on', 'on', 'the', 'world', 'wide', 'web']",16,neutral
4528,Rosen was cautious about being too optimistic inregard to the second half of the year .,rosen was cautious about being too optimistic inregard to the second half of the year,"['rosen', 'was', 'cautious', 'about', 'being', 'too', 'optimistic', 'inregard', 'to', 'the', 'second', 'half', 'of', 'the', 'year']",15,neutral
4529,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",the eb tough voip field phone is equipped with an integrated speaker ethernet and shdsl connectivity and enables several innovative applications,"['the', 'eb', 'tough', 'voip', 'field', 'phone', 'is', 'equipped', 'with', 'an', 'integrated', 'speaker', 'ethernet', 'and', 'shdsl', 'connectivity', 'and', 'enables', 'several', 'innovative', 'applications']",21,neutral
4530,The first ship has been delayed and is estimated to be completed in spring 2010 .,the first ship has been delayed and is estimated to be completed in spring 2010,"['the', 'first', 'ship', 'has', 'been', 'delayed', 'and', 'is', 'estimated', 'to', 'be', 'completed', 'in', 'spring', '2010']",15,negative
4531,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",tallink silja attributes the significant drop to problems with the booking system that was taken into operation in october the sale of trailer ferry sky wind and the route between stockholm and riga which has won passengers from the helsinki stockholm route,"['tallink', 'silja', 'attributes', 'the', 'significant', 'drop', 'to', 'problems', 'with', 'the', 'booking', 'system', 'that', 'was', 'taken', 'into', 'operation', 'in', 'october', 'the', 'sale', 'of', 'trailer', 'ferry', 'sky', 'wind', 'and', 'the', 'route', 'between', 'stockholm', 'and', 'riga', 'which', 'has', 'won', 'passengers', 'from', 'the', 'helsinki', 'stockholm', 'route']",42,negative
